PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
801 JONES ST,801 Jones St,NA,No,5,37.788798,-122.413841
4347 20th ST,4347 20th St,NA,No,5,37.757356,-122.436537
3783 24th ST,3783 24th St,NA,No,4,37.751572,-122.427104
1181 CLAY ST,1181 Clay St,NA,No,4,37.793276,-122.412532
390 CLEMENTINA ST,390 Clementina St,NA,No,4,37.78112,-122.40367
372 BAKER ST,372 Baker St,NA,No,4,37.77445,-122.440736
1383 37th AV,1383 37th Av,NA,No,4,37.761187,-122.496571
363 MADISON ST,363 Madison St,NA,No,4,37.724714,-122.421729
1166 JACKSON ST,1166 Jackson St,NA,No,4,37.79532,-122.414351
959 POWELL ST,959 Powell St,NA,No,4,37.79364,-122.409748
2 BRONTE ST,2 Bronte St,NA,No,4,37.739649,-122.410314
1608 FOLSOM ST,1608 Folsom St,NA,No,4,37.770782,-122.415372
401 BROADWAY *,401 Broadway,NA,No,4,37.797989,-122.404029
1155 SOUth VAN NESS AV,1155 South Van Ness Av,NA,No,4,37.754708,-122.416129
489 35th AV,489 35th Av,NA,No,4,37.779929,-122.495739
310 MADISON ST,310 Madison St,NA,No,4,37.725025,-122.42247
301 GRAFTON AV,301 Grafton Av,NA,No,4,37.719813,-122.456301
1401 MASON ST,1401 Mason St,NA,No,4,37.796406,-122.411973
531 BALBOA ST,531 Balboa St,NA,No,4,37.776961,-122.46457
581 3rd AV,581 3rd Av,NA,No,4,37.777783,-122.461162
955 BUSH ST,955 Bush St,NA,No,4,37.789349,-122.412893
2075 QUESADA AV,2075 Quesada Av,NA,No,4,37.737195,-122.398787
220 DUBLIN ST,220 Dublin St,NA,No,4,37.716742,-122.428118
352 LEXINGTON ST,352 Lexington St,NA,No,4,37.757644,-122.420604
2150 BALBOA ST,2150 Balboa St,NA,No,4,37.776588,-122.482068
111 7th AV,111 7th Av,NA,No,4,37.786331,-122.466021
86 PARKER AV,86 Parker Av,NA,No,4,37.784461,-122.454304
2255 MARKET ST,2255 Market St,NA,No,4,37.764764,-122.43184
401 MUNICH ST,401 Munich St,NA,No,4,37.71912,-122.427853
750 KIRKWOOD AV,750 Kirkwood Av,NA,No,4,37.729479,-122.37379
262 GRAND VIEW AV,262 Grand View Av,NA,No,4,37.754063,-122.441451
880 SOUth VAN NESS AV,880 South Van Ness Av,NA,No,4,37.759047,-122.417217
335 2ND AV,335 2Nd Av,NA,No,4,37.782284,-122.460402
2337 MARKET ST,2337 Market St,NA,No,4,37.763209,-122.433811
424 TOCOLOMA AV,424 Tocoloma Av,NA,No,4,37.71014,-122.39897
2395 BRYANT ST,2395 Bryant St,NA,No,4,37.756146,-122.40913
834 ARKANSAS ST,834 Arkansas St,NA,No,4,37.75557,-122.398111
606 POST ST,606 Post St,NA,No,4,37.787984,-122.411957
133 ALPINE TR,133 Alpine Tr,NA,No,4,37.768403,-122.437183
984 HAMPSHIRE ST,984 Hampshire St,NA,No,4,37.756321,-122.407771
108 MONTEREY BL,108 Monterey Bl,NA,No,4,37.731864,-122.437649
3444 18th ST,3444 18th St,NA,No,4,37.761976,-122.420448
3624 FOLSOM ST,3624 Folsom St,NA,No,4,37.741069,-122.41343
126 NAPLES ST,126 Naples St,NA,No,4,37.726741,-122.427103
345 WINDING WY,345 Winding Wy,NA,No,4,37.709126,-122.437549
1740 LARKIN ST,1740 Larkin St,NA,No,4,37.794059,-122.419429
45 WAYNE PL,45 Wayne Pl,NA,No,4,37.796983,-122.411156
2921 PINE ST,2921 Pine St,NA,No,4,37.786474,-122.443913
2401 BRYANT ST,2401 Bryant St,NA,No,4,37.755806,-122.409226
1249 JACKSON ST,1249 Jackson St,NA,No,4,37.794605,-122.415749
953 UNION ST,953 Union St,NA,No,4,37.799511,-122.414993
368 7th AV,368 7th Av,NA,No,4,37.781672,-122.465076
2114 MISSION ST,2114 Mission St,NA,No,4,37.76309,-122.419829
1340 DOLORES ST,1340 Dolores St,NA,No,4,37.748007,-122.425129
2048 GREEN ST,2048 Green St,NA,No,4,37.796747,-122.432916
1900 MCALLISTER ST,1900 Mcallister St,NA,No,4,37.777373,-122.443527
2350 NORth POINT ST,2350 North Point St,NA,No,4,37.802736,-122.445961
953 JONES ST,953 Jones St,NA,No,4,37.790186,-122.414113
2045 BROADWAY *,2045 Broadway,NA,No,4,37.794507,-122.430682
40 PARKRIDGE DR,40 Parkridge Dr,NA,No,4,37.751726,-122.445332
1250 CHESTNUT ST,1250 Chestnut St,NA,No,4,37.802676,-122.423874
439 MUNICH ST,439 Munich St,NA,No,4,37.718566,-122.428221
925 VALLEJO ST,925 Vallejo St,NA,No,4,37.797725,-122.412549
1814 MASON ST,1814 Mason St,NA,No,4,37.800347,-122.412245
32 POPE ST,32 Pope St,NA,No,4,37.714353,-122.441666
702 VALLEJO ST,702 Vallejo St,NA,No,4,37.798703,-122.409132
1331 GRANT AV,1331 Grant Av,NA,No,4,37.799176,-122.407486
2284 MISSION ST,2284 Mission St,NA,No,4,37.760471,-122.419513
244 VALLEY ST,244 Valley St,NA,No,4,37.744679,-122.427803
2298 GREEN ST,2298 Green St,NA,No,4,37.796204,-122.436787
1000 MARKET ST,1000 Market St,NA,No,4,37.782044,-122.410989
673 SAN JOSE AV,673 San Jose Av,NA,No,4,37.74466,-122.422081
620 JONES ST,620 Jones St,NA,No,4,37.78716,-122.41289
15 OTSEGO AV,15 Otsego Av,NA,No,4,37.726779,-122.438737
60 VALLEY ST,60 Valley St,NA,No,4,37.744932,-122.423639
77 PLEASANT ST,77 Pleasant St,NA,No,4,37.792705,-122.413967
2170 GREEN ST,2170 Green St,NA,No,4,37.796503,-122.434848
568 SHOTWELL ST,568 Shotwell St,NA,No,4,37.759282,-122.416139
1427 GRANT AV,1427 Grant Av,NA,No,4,37.800067,-122.407646
2766 MISSION ST,2766 Mission St,NA,No,4,37.752751,-122.418846
1532 GREEN ST,1532 Green St,NA,No,4,37.79781,-122.424548
542 TARAVAL ST,542 Taraval St,NA,No,4,37.743405,-122.472139
491 VIENNA ST,491 Vienna St,NA,No,4,37.720511,-122.43003
12 HEMWAY TR,12 Hemway Tr,NA,No,4,37.775864,-122.447987
3935 MISSION ST,3935 Mission St,NA,No,4,37.734607,-122.425065
703 BALBOA ST,703 Balboa St,NA,No,4,37.77698,-122.466402
1155 VALENCIA ST,1155 Valencia St,NA,No,4,37.754394,-122.420519
3665 24th ST,3665 24th St,NA,No,4,37.751658,-122.424391
335 MUNICH ST,335 Munich St,NA,No,4,37.720185,-122.426998
3420 26th ST,3420 26th St,NA,No,4,37.749194,-122.419112
1756 HYDE ST,1756 Hyde St,NA,No,4,37.797087,-122.418341
201 11th AV,201 11th Av,NA,No,4,37.784383,-122.470159
2221 PACIFIC AV,2221 Pacific Av,NA,No,4,37.793395,-122.432339
1174 KEARNY ST,1174 Kearny St,NA,No,4,37.798808,-122.405414
550 GEARY ST,550 Geary St,NA,No,4,37.787098,-122.412538
2594 44th AV,2594 44th Av,NA,No,4,37.738328,-122.502049
1420 STRIPED BASS ST,1420 Striped Bass St,NA,No,4,37.82571,-122.376031
527 DUBOCE AV,527 Duboce Av,NA,No,4,37.769041,-122.431959
1445 MASON ST,1445 Mason St,NA,No,4,37.796792,-122.412182
70 CAMERON WY,70 Cameron Wy,NA,No,4,37.719535,-122.388204
910 BAY ST,910 Bay St,NA,No,4,37.80476,-122.422201
70 HANCOCK ST,70 Hancock St,NA,No,4,37.76064,-122.429867
230 MOSCOW ST,230 Moscow St,NA,No,4,37.723978,-122.425914
3072 24th ST,3072 24th St,NA,No,4,37.752758,-122.413514
450 LISBON ST,450 Lisbon St,NA,No,4,37.721315,-122.434469
2334 MISSION ST,2334 Mission St,NA,No,4,37.75964,-122.419452
1328 STOCKTON ST,1328 Stockton St,NA,No,4,37.798086,-122.408472
1223 37th AV,1223 37th Av,NA,No,4,37.764074,-122.496839
1447 CHESTNUT ST,1447 Chestnut St,NA,No,4,37.801688,-122.427144
224 BRAZIL AV,224 Brazil Av,NA,No,4,37.723538,-122.432935
3914 24th ST,3914 24th St,NA,No,4,37.751777,-122.430128
128 JUAN BAUTISTA CR,128 Juan Bautista Cr,NA,No,4,37.717129,-122.479042
363 MUNICH ST,363 Munich St,NA,No,4,37.719773,-122.427309
4001 BALBOA ST,4001 Balboa St,NA,No,4,37.775297,-122.501787
1463 ALABAMA ST,1463 Alabama St,NA,No,4,37.748587,-122.410295
1424 JONES ST,1424 Jones St,NA,No,4,37.7945,-122.414383
1701 LARKIN ST,1701 Larkin St,NA,No,4,37.793679,-122.419783
1160 PINE ST,1160 Pine St,NA,No,4,37.790617,-122.414946
350 2ND AV,350 2Nd Av,NA,No,4,37.782188,-122.459739
551 24th AV,551 24th Av,NA,No,4,37.779099,-122.483919
735 MINNA ST,735 Minna St,NA,No,4,37.776474,-122.413042
539 VIENNA ST,539 Vienna St,NA,No,4,37.719719,-122.430633
337 WEBSTER ST,337 Webster St,NA,No,4,37.773745,-122.429387
436 MURRAY ST,436 Murray St,NA,No,4,37.735578,-122.419904
2968 SAN BRUNO AV,2968 San Bruno Av,NA,No,4,37.72436,-122.402581
307 3rd AV,307 3rd Av,NA,No,4,37.782841,-122.461365
424 JONES ST,424 Jones St,NA,No,4,37.7853,-122.412596
2039 43rd AV,2039 43rd Av,NA,No,4,37.748599,-122.502203
1361 SAN BRUNO AV,1361 San Bruno Av,NA,No,4,37.752331,-122.403976
3959 MISSION ST,3959 Mission St,NA,No,4,37.734283,-122.425386
137 NOE ST,137 Noe St,NA,No,4,37.766942,-122.433034
785 BRANNAN ST,785 Brannan St,NA,No,4,37.773194,-122.402561
105 LAKE ST,105 Lake St,NA,No,4,37.786691,-122.460654
1711 OAK ST,1711 Oak St,NA,No,4,37.771507,-122.447907
712 VERMONT ST,712 Vermont St,NA,No,4,37.76035,-122.404397
730 WASHINGTON ST,730 Washington St,NA,No,4,37.795517,-122.405567
100 MADRID ST,100 Madrid St,NA,No,4,37.727841,-122.428396
439 15th AV,439 15th Av,NA,No,4,37.779712,-122.474267
1275 CLAY ST,1275 Clay St,NA,No,4,37.793136,-122.413971
1325 MASON ST,1325 Mason St,NA,No,4,37.795747,-122.411967
1567 11th AV,1567 11th Av,NA,No,4,37.758962,-122.468432
719 6th AV,719 6th Av,NA,No,4,37.774868,-122.464168
828 JONES ST,828 Jones St,NA,No,4,37.789036,-122.413385
3246 VICENTE ST,3246 Vicente St,NA,No,4,37.738403,-122.501954
2038 DIVISADERO ST,2038 Divisadero St,NA,No,4,37.788665,-122.440219
337 7th AV,337 7th Av,NA,No,4,37.782109,-122.465765
178 BROOKDALE AV,178 Brookdale Av,NA,No,4,37.712404,-122.421173
62 VALLEY ST,62 Valley St,NA,No,4,37.744932,-122.423639
1511 SHAFTER AV,1511 Shafter Av,NA,No,4,37.729927,-122.389305
3991 24th ST,3991 24th St,NA,No,4,37.751244,-122.431622
747 LAWTON ST,747 Lawton St,NA,No,4,37.75827,-122.471099
477 14th ST,477 14th St,NA,No,4,37.767803,-122.423847
55 BERthA LN,55 Bertha Ln,NA,No,4,37.733439,-122.380468
948 SOUth VAN NESS AV,948 South Van Ness Av,NA,No,4,37.757925,-122.417193
1369 29th AV,1369 29th Av,NA,No,4,37.761786,-122.488077
725 MINNA ST,725 Minna St,NA,No,4,37.776568,-122.412923
2335 PACIFIC AV,2335 Pacific Av,NA,No,4,37.793203,-122.433733
585 VIENNA ST,585 Vienna St,NA,No,4,37.719072,-122.431124
355 7th AV,355 7th Av,NA,No,4,37.781835,-122.465745
587 NATOMA ST,587 Natoma St,NA,No,4,37.778608,-122.409423
1327 31ST AV,1327 31St Av,NA,No,4,37.762427,-122.490273
345 MONTICELLO ST,345 Monticello St,NA,No,4,37.720516,-122.47104
179 9th AV,179 9th Av,NA,No,4,37.785067,-122.468125
1143 COLE ST,1143 Cole St,NA,No,4,37.763399,-122.449776
3630 24th ST,3630 24th St,NA,No,4,37.752087,-122.423751
1437 POLK ST,1437 Polk St,NA,No,4,37.790099,-122.420866
819 SOUth VAN NESS AV,819 South Van Ness Av,NA,No,4,37.759997,-122.416613
4240 MISSION ST,4240 Mission St,NA,No,4,37.729559,-122.430859
3401 ALEMANY BL,3401 Alemany Bl,NA,No,4,37.710927,-122.462716
2079 MARKET ST,2079 Market St,NA,No,4,37.767485,-122.428415
10 HEMWAY TR,10 Hemway Tr,NA,No,4,37.775864,-122.447987
1400 PACIFIC AV,1400 Pacific Av,NA,No,4,37.795623,-122.41849
2828 BALBOA ST,2828 Balboa St,NA,No,4,37.776313,-122.489362
243 PARIS ST,243 Paris St,NA,No,4,37.724679,-122.432323
2256 36th AV,2256 36th Av,NA,No,4,37.744959,-122.493769
638 BALBOA ST,638 Balboa St,NA,No,4,37.7774,-122.465803
2260 MISSION ST,2260 Mission St,NA,No,4,37.760848,-122.41955
1707 BALBOA ST,1707 Balboa St,NA,No,4,37.776453,-122.477234
595 11th AV,595 11th Av,NA,No,4,37.77723,-122.469556
951 O'FARRELL ST,951 O'Farrell St,NA,No,4,37.78462,-122.42042
953 KEY AV,953 Key Av,NA,No,4,37.718155,-122.395201
1661 BUSH ST,1661 Bush St,NA,No,4,37.787902,-122.424466
64 VALLEY ST,64 Valley St,NA,No,4,37.744932,-122.423639
200 10th AV,200 10th Av,NA,No,4,37.784423,-122.468648
230 EDDY ST,230 Eddy St,NA,No,4,37.784365,-122.411496
1580 SANCHEZ ST,1580 Sanchez St,NA,No,4,37.743805,-122.429231
1351 REVERE AV,1351 Revere Av,NA,No,4,37.728841,-122.385718
71 VIENNA ST,71 Vienna St,NA,No,4,37.727144,-122.425017
1300 GOLDEN GATE AV,1300 Golden Gate Av,NA,No,4,37.779811,-122.432263
1906 MCALLISTER ST,1906 Mcallister St,NA,No,4,37.777362,-122.443613
82 GETZ ST,82 Getz St,NA,No,4,37.719514,-122.452503
4638 25th ST,4638 25th St,NA,No,4,37.749463,-122.441145
323 VIENNA ST,323 Vienna St,NA,No,4,37.723066,-122.428097
3161 16th ST,3161 16th St,NA,No,4,37.76457,-122.4233
7 OTSEGO AV,7 Otsego Av,NA,No,4,37.726915,-122.438646
575 MOSCOW ST,575 Moscow St,NA,No,4,37.718422,-122.429428
126 2ND AV,126 2Nd Av,NA,No,4,37.786321,-122.460036
350 SAN JOSE AV,350 San Jose Av,NA,No,4,37.749422,-122.421743
1130 LARKIN ST,1130 Larkin St,NA,No,4,37.788412,-122.418194
600 39th AV,600 39th Av,NA,No,4,37.777342,-122.499304
1519 MASON ST,1519 Mason St,NA,No,4,37.797558,-122.412171
779 SAN JOSE AV,779 San Jose Av,NA,No,4,37.742646,-122.422817
67 PORTER ST,67 Porter St,NA,No,4,37.734077,-122.417992
1840 CLAY ST,1840 Clay St,NA,No,4,37.792332,-122.423602
4244 MISSION ST,4244 Mission St,NA,No,4,37.729505,-122.430913
715 BANKS ST,715 Banks St,NA,No,4,37.734371,-122.412912
1717 MASON ST,1717 Mason St,NA,No,4,37.799385,-122.412708
214 DOLORES ST,214 Dolores St,NA,No,4,37.765904,-122.427041
1370 CALIFORNIA ST,1370 California St,NA,No,4,37.791377,-122.417063
1290 JACKSON ST,1290 Jackson St,NA,No,4,37.794905,-122.416253
1290 SHAFTER AV,1290 Shafter Av,NA,No,4,37.72792,-122.384763
151 VIENNA ST,151 Vienna St,NA,No,4,37.725765,-122.426068
381 GUERRERO ST,381 Guerrero St,NA,No,4,37.765151,-122.42389
167 VIENNA ST,167 Vienna St,NA,No,4,37.725562,-122.426221
234 PRAGUE ST,234 Prague St,NA,No,4,37.718483,-122.42788
385 PARIS ST,385 Paris St,NA,No,4,37.722538,-122.433945
973 SOUth VAN NESS AV,973 South Van Ness Av,NA,No,4,37.757659,-122.416411
3918 MISSION ST,3918 Mission St,NA,No,4,37.735021,-122.425495
3151 24th ST,3151 24th St,NA,No,4,37.752206,-122.415294
1040 CLAY ST,1040 Clay St,NA,No,4,37.793919,-122.410298
65 WOODWArd ST,65 Woodward St,NA,No,4,37.768903,-122.420651
2280 GREEN ST,2280 Green St,NA,No,4,37.796237,-122.436527
48 SUMNER ST,48 Sumner St,NA,No,4,37.776123,-122.410486
989 ELLSWORth ST,989 Ellsworth St,NA,No,4,37.732778,-122.416617
667 COMMERCIAL ST,667 Commercial St,NA,No,4,37.793949,-122.404132
3416 TARAVAL ST,3416 Taraval St,NA,No,4,37.742098,-122.502944
1176 FULTON ST,1176 Fulton St,NA,No,4,37.777359,-122.43609
1039 GOLDEN GATE AV,1039 Golden Gate Av,NA,No,4,37.77961,-122.427778
1824 JENNINGS ST,1824 Jennings St,NA,No,4,37.72869,-122.387488
329 SILVER AV,329 Silver Av,NA,No,4,37.72875,-122.430217
955 AthENS ST,955 Athens St,NA,No,4,37.713996,-122.433843
490 33rd AV,490 33rd Av,NA,No,4,37.779957,-122.493149
367 VIENNA ST,367 Vienna St,NA,No,4,37.722419,-122.428588
438 MUNICH ST,438 Munich St,NA,No,4,37.718808,-122.428728
850 SOUth VAN NESS AV,850 South Van Ness Av,NA,No,4,37.759502,-122.41747
212 ARGUELLO BL,212 Arguello Bl,NA,No,4,37.786399,-122.458884
132 TRENTON ST,132 Trenton St,NA,No,4,37.796216,-122.409034
750 GRANT AV,750 Grant Av,NA,No,4,37.794121,-122.406119
1201 44th AV,1201 44th Av,NA,No,4,37.763991,-122.504208
141 CAMBRIDGE ST,141 Cambridge St,NA,No,4,37.730173,-122.419173
868 POTRERO AV,868 Potrero Av,NA,No,4,37.758249,-122.407181
2075 FOLSOM ST,2075 Folsom St,NA,No,4,37.764116,-122.414843
3430 CABRILLO ST,3430 Cabrillo St,NA,No,4,37.774152,-122.495553
82 BEAVER ST,82 Beaver St,NA,No,4,37.765199,-122.434887
1542 JACKSON ST,1542 Jackson St,NA,No,4,37.794534,-122.420486
236 POWELL ST,236 Powell St,NA,No,4,37.786994,-122.407902
2554 21ST AV,2554 21St Av,NA,No,4,37.740074,-122.477304
331 10th ST,331 10th St,NA,No,4,37.772548,-122.412056
1854 FILBERT ST,1854 Filbert St,NA,No,4,37.79895,-122.430062
817 HAYES ST,817 Hayes St,NA,No,4,37.775853,-122.429911
238 VIENNA ST,238 Vienna St,NA,No,4,37.724624,-122.427603
387 PARIS ST,387 Paris St,NA,No,4,37.72248,-122.43399
2088 BRODERICK ST,2088 Broderick St,NA,No,4,37.789452,-122.442264
52 PRAGUE ST,52 Prague St,NA,No,4,37.721366,-122.425707
184 LONDON ST,184 London St,NA,No,4,37.726328,-122.432852
2047 POLK ST,2047 Polk St,NA,No,4,37.79572,-122.422105
122 TIOGA AV,122 Tioga Av,NA,No,4,37.716957,-122.406044
716 GOETTINGEN ST,716 Goettingen St,NA,No,4,37.722907,-122.405184
2288 15th ST,2288 15th St,NA,No,4,37.76596,-122.435143
1443 MCKINNON AV,1443 Mckinnon Av,NA,No,4,37.734318,-122.38704
3144 22ND ST,3144 22Nd St,NA,No,4,37.755644,-122.417521
2120 24th ST,2120 24th St,NA,No,4,37.753556,-122.400877
1170 GUERRERO ST,1170 Guerrero St,NA,No,4,37.752402,-122.423295
184 CLIPPER ST,184 Clipper St,NA,No,4,37.74937,-122.429255
1774 GOLDEN GATE AV,1774 Golden Gate Av,NA,No,4,37.778855,-122.439893
298 PIERCE ST,298 Pierce St,NA,No,4,37.772427,-122.433708
397 VIENNA ST,397 Vienna St,NA,No,4,37.722213,-122.428845
138 TRENTON ST,138 Trenton St,NA,No,4,37.796291,-122.409049
1461 POWELL ST,1461 Powell St,NA,No,4,37.798101,-122.410652
1686 OAKDALE AV,1686 Oakdale Av,NA,No,4,37.735713,-122.391765
615 JACKSON ST,615 Jackson St,NA,No,4,37.795996,-122.405546
1200 PINE ST,1200 Pine St,NA,No,4,37.790364,-122.415853
1708 HYDE ST,1708 Hyde St,NA,No,4,37.796582,-122.418354
1901 MASON ST,1901 Mason St,NA,No,4,37.801149,-122.412891
112 VALMAR TR,112 Valmar Tr,NA,No,4,37.725815,-122.424489
1955 BROADWAY *,1955 Broadway,NA,No,4,37.794694,-122.429218
734 LOMBArd ST,734 Lombard St,NA,No,4,37.802972,-122.413543
310 22ND AV,310 22Nd Av,NA,No,4,37.781897,-122.481377
318 3rd AV,318 3rd Av,NA,No,4,37.782692,-122.460849
1079 GOLDEN GATE AV,1079 Golden Gate Av,NA,No,4,37.77961,-122.427778
990 PRAGUE ST,990 Prague St,NA,No,4,37.710271,-122.436645
335 GROVE ST,335 Grove St,NA,No,4,37.777688,-122.422106
780 GUERRERO ST,780 Guerrero St,NA,No,4,37.758597,-122.423835
568 5th AV,568 5th Av,NA,No,4,37.77797,-122.46266
1137 STOCKTON ST,1137 Stockton St,NA,No,4,37.796244,-122.408729
266 VIENNA ST,266 Vienna St,NA,No,4,37.724212,-122.427914
2052 GREEN ST,2052 Green St,NA,No,4,37.796761,-122.433023
422 PARIS ST,422 Paris St,NA,No,4,37.722108,-122.434957
1200 SACRAMENTO ST,1200 Sacramento St,NA,No,4,37.792631,-122.412975
143 MARSTON AV,143 Marston Av,NA,No,4,37.72722,-122.447306
4118 24th ST,4118 24th St,NA,No,4,37.751507,-122.434655
39 EXCELSIOR AV,39 Excelsior Av,NA,No,4,37.726125,-122.432853
278 SAN CARLOS ST,278 San Carlos St,NA,No,4,37.758931,-122.42007
135 MIRAMAR AV,135 Miramar Av,NA,No,4,37.720692,-122.458494
1224 TAYLOR ST,1224 Taylor St,NA,No,4,37.793831,-122.412619
555 MISSION ROCK ST,555 Mission Rock St,NA,No,4,37.772392,-122.390796
5301 MISSION ST,5301 Mission St,NA,No,4,37.714308,-122.442637
595 MISSISSIPPI ST,595 Mississippi St,NA,No,4,37.758982,-122.393927
503 EXCELSIOR AV,503 Excelsior Av,NA,No,4,37.724464,-122.429367
262 MISSOURI ST,262 Missouri St,NA,No,4,37.763024,-122.396882
935 MEADE AV,935 Meade Av,NA,No,4,37.717702,-122.397872
27 ALHAMBRA ST,27 Alhambra St,NA,No,4,37.802643,-122.437503
1 PUTNAM ST,1 Putnam St,NA,No,4,37.73967,-122.410597
20 FRANKLIN ST,20 Franklin St,Derek Silva Community,Yes,4,37.774616,-122.420662
355 BERRY ST,355 Berry St,NA,No,4,37.772536,-122.397113
358 PRAGUE ST,358 Prague St,NA,No,4,37.716578,-122.429327
2814 HARRISON ST,2814 Harrison St,NA,No,4,37.75229,-122.41213
776 5th AV,776 5th Av,NA,No,4,37.774261,-122.462409
1624 VALLEJO ST,1624 Vallejo St,NA,No,4,37.796825,-122.424761
407 VIENNA ST,407 Vienna St,NA,No,4,37.721771,-122.429229
4459 MISSION ST,4459 Mission St,NA,No,4,37.726754,-122.432897
201 PRAGUE ST,201 Prague St,NA,No,4,37.718669,-122.427155
3011 20th ST,3011 20th St,NA,No,4,37.758889,-122.410975
1242 MASON ST,1242 Mason St,NA,No,4,37.795103,-122.411196
40 WENTWORth ST,40 Wentworth St,NA,No,4,37.795768,-122.406064
53 MARSTON AV,53 Marston Av,NA,No,4,37.727285,-122.445683
183 TRUMBULL ST,183 Trumbull St,NA,No,4,37.731007,-122.42671
125 GArdENSIDE DR,125 Gardenside Dr,NA,No,4,37.753248,-122.445475
2345 FILBERT ST,2345 Filbert St,NA,No,4,37.797437,-122.438017
2208 MISSION ST,2208 Mission St,NA,No,4,37.761598,-122.41955
1737 BROADWAY *,1737 Broadway,NA,No,4,37.795146,-122.425683
1550 MASON ST,1550 Mason St,NA,No,4,37.798023,-122.411829
1289 22ND AV,1289 22Nd Av,NA,No,4,37.763664,-122.480684
134 SENECA AV,134 Seneca Av,NA,No,4,37.71916,-122.441542
2828 FOLSOM ST,2828 Folsom St,NA,No,4,37.752017,-122.414384
1344 PACIFIC AV,1344 Pacific Av,NA,No,4,37.795724,-122.417438
1160 TAYLOR ST,1160 Taylor St,NA,No,4,37.793264,-122.412626
609 PARIS ST,609 Paris St,NA,No,4,37.718932,-122.436672
10 CAPRA WY,10 Capra Wy,NA,No,4,37.802958,-122.439178
2275 19th AV,2275 19th Av,NA,No,4,37.745317,-122.476176
225 HARTFOrd ST,225 Hartford St,NA,No,4,37.75893,-122.433383
490 2ND AV,490 2Nd Av,NA,No,4,37.779492,-122.459697
519 MOULTRIE ST,519 Moultrie St,NA,No,4,37.738145,-122.41568
820 OFARRELL ST,820 Ofarrell St,_Jordan Apartments,Yes,4,37.78537,-122.418432
225 CABRILLO ST,225 Cabrillo St,NA,No,4,37.77525,-122.461236
1423 MASON ST,1423 Mason St,NA,No,4,37.796599,-122.412144
2070 FELL ST,2070 Fell St,NA,No,4,37.772528,-122.451942
1640 KIRKHAM ST,1640 Kirkham St,NA,No,4,37.760007,-122.478627
1357 CLAY ST,1357 Clay St,NA,No,4,37.792882,-122.415362
3088 25th ST,3088 25th St,NA,No,4,37.751282,-122.411497
2816 JACKSON ST,2816 Jackson St,NA,No,4,37.79181,-122.44159
249 4th AV,249 4th Av,NA,No,4,37.783925,-122.462674
1750 BROADWAY *,1750 Broadway,NA,No,4,37.795734,-122.425866
873 SUTTER ST,873 Sutter St,NA,No,4,37.788235,-122.414683
500 PERU AV,500 Peru Av,NA,No,4,37.726492,-122.42557
1916 VALLEJO ST,1916 Vallejo St,NA,No,4,37.796278,-122.428938
478 33rd AV,478 33rd Av,NA,No,4,37.78019,-122.493014
675 CLEMENTINA ST,675 Clementina St,NA,No,4,37.775652,-122.410031
20 ADELE CT,20 Adele Ct,NA,No,4,37.79593,-122.409461
701 VERMONT ST,701 Vermont St,NA,No,4,37.760712,-122.403934
250 PRAGUE ST,250 Prague St,NA,No,4,37.718248,-122.428058
743 CAPP ST,743 Capp St,NA,No,4,37.754481,-122.417243
90 ALHAMBRA ST,90 Alhambra St,NA,No,4,37.802803,-122.438014
269 LILY ST,269 Lily St,NA,No,4,37.774065,-122.425226
499 VIENNA ST,499 Vienna St,NA,No,4,37.720453,-122.430075
85 WOODWArd ST,85 Woodward St,NA,No,4,37.76863,-122.420625
474 VALLEY ST,474 Valley St,NA,No,4,37.744377,-122.432782
120 PIERCE ST,120 Pierce St,NA,No,4,37.771158,-122.433321
1508 MCALLISTER ST,1508 Mcallister St,NA,No,4,37.778181,-122.43703
631 CAPP ST,631 Capp St,NA,No,4,37.756642,-122.417473
604 BUSH ST,604 Bush St,NA,No,4,37.790554,-122.407392
1070 NOE ST,1070 Noe St,NA,No,4,37.751876,-122.432239
301 MACALLA CT,301 Macalla Ct,NA,No,4,37.811496,-122.370115
617 BRAZIL AV,617 Brazil Av,NA,No,4,37.722418,-122.429678
2916 SAN BRUNO AV,2916 San Bruno Av,NA,No,4,37.724654,-122.402703
540 BARTLETT ST,540 Bartlett St,NA,No,4,37.748378,-122.419454
600 PERSIA AV,600 Persia Av,NA,No,4,37.720612,-122.431148
630 ALVARADO ST,630 Alvarado St,NA,No,4,37.753879,-122.434969
1359 SACRAMENTO ST,1359 Sacramento St,NA,No,4,37.792076,-122.41518
213 6th AV,213 6th Av,NA,No,4,37.784274,-122.464846
2243 TURK BL,2243 Turk Bl,NA,No,4,37.77844,-122.445994
1085 CLAY ST,1085 Clay St,NA,No,4,37.793511,-122.410997
4134 24th ST,4134 24th St,NA,No,4,37.7515,-122.435011
1061 WASHINGTON ST,1061 Washington St,NA,No,4,37.794378,-122.410783
1275 CALIFORNIA ST,1275 California St,NA,No,4,37.791036,-122.415302
2331 MISSION ST,2331 Mission St,NA,No,4,37.759698,-122.418799
415 PIERCE ST,415 Pierce St,NA,No,4,37.773919,-122.434504
639 MOSCOW ST,639 Moscow St,NA,No,4,37.717397,-122.430203
2678 CALIFORNIA ST,2678 California St,NA,No,4,37.788631,-122.438378
25 ALVARADO ST,25 Alvarado St,NA,No,4,37.754196,-122.421905
